id,ac_no,topic_id,title
28434,19,-1,Voter turnout expected to touch record highs in Motihari
28435,19,75,Political rally in Motihari draws massive crowds ahead of voting day
28436,19,13,Economic survey reports positive growth in Motihari assembly segment
28437,19,13,Economic survey reports positive growth in Motihari assembly segment
28438,19,-1,Women voters of Motihari demand better primary healthcare and clean water
28439,19,-1,Women voters of Motihari demand better primary healthcare and clean water
28440,19,58,Bihar Elections 2025: Key issues dominate debates in Motihari
28441,19,-1,Women voters of Motihari demand better primary healthcare and clean water
28442,19,24,Welfare scheme execution becomes election issue in Motihari
28443,19,13,Economic survey reports positive growth in Motihari assembly segment
28444,19,-1,Women voters of Motihari demand better primary healthcare and clean water
28445,20,101,Bihar Elections 2025: Key issues dominate debates in Chiraia
28446,20,110,Women voters of Chiraia demand better primary healthcare and clean water
28447,20,95,Welfare scheme execution becomes election issue in Chiraia
28448,20,101,Bihar Elections 2025: Key issues dominate debates in Chiraia
28449,20,50,Economic survey reports positive growth in Chiraia assembly segment
28450,20,95,Welfare scheme execution becomes election issue in Chiraia
28451,20,138,High stakes battle in Chiraia as rival candidates file affidavits
28452,20,34,Political rally in Chiraia draws massive crowds ahead of voting day
28453,20,50,Economic survey reports positive growth in Chiraia assembly segment
28454,20,5,Flood protection works in Chiraia inspected by state cabinet delegation
28455,20,101,Bihar Elections 2025: Key issues dominate debates in Chiraia
28456,20,109,Independent candidates emerge as spoilers in Chiraia triangular contest
28457,20,50,Economic survey reports positive growth in Chiraia assembly segment
28458,20,101,Bihar Elections 2025: Key issues dominate debates in Chiraia
28459,20,101,Bihar Elections 2025: Key issues dominate debates in Chiraia
28460,20,5,Flood protection works in Chiraia inspected by state cabinet delegation
28461,20,50,Economic survey reports positive growth in Chiraia assembly segment
28462,21,6,Women voters of Dhaka demand better primary healthcare and clean water
28463,21,15,Welfare scheme execution becomes election issue in Dhaka
28464,21,10,Flood protection works in Dhaka inspected by state cabinet delegation
28465,21,20,Voter turnout expected to touch record highs in Dhaka
28466,21,15,Welfare scheme execution becomes election issue in Dhaka
28467,21,15,Welfare scheme execution becomes election issue in Dhaka
28468,21,78,High stakes battle in Dhaka as rival candidates file affidavits
28469,21,10,Flood protection works in Dhaka inspected by state cabinet delegation
28470,21,10,Flood protection works in Dhaka inspected by state cabinet delegation
28471,21,6,Women voters of Dhaka demand better primary healthcare and clean water
28472,21,78,High stakes battle in Dhaka as rival candidates file affidavits
28473,21,11,Bihar Elections 2025: Key issues dominate debates in Dhaka
28474,21,20,Voter turnout expected to touch record highs in Dhaka
28475,21,11,Bihar Elections 2025: Key issues dominate debates in Dhaka
28476,21,6,Women voters of Dhaka demand better primary healthcare and clean water
28477,21,17,Independent candidates emerge as spoilers in Dhaka triangular contest
28478,21,15,Welfare scheme execution becomes election issue in Dhaka
28479,21,78,High stakes battle in Dhaka as rival candidates file affidavits
28480,21,36,Economic survey reports positive growth in Dhaka assembly segment
28481,21,21,Political rally in Dhaka draws massive crowds ahead of voting day
28482,21,78,High stakes battle in Dhaka as rival candidates file affidavits
28483,21,20,Voter turnout expected to touch record highs in Dhaka
28484,21,15,Welfare scheme execution becomes election issue in Dhaka
28485,21,10,Flood protection works in Dhaka inspected by state cabinet delegation
28486,21,10,Flood protection works in Dhaka inspected by state cabinet delegation
28487,21,15,Welfare scheme execution becomes election issue in Dhaka
28488,21,36,Economic survey reports positive growth in Dhaka assembly segment
28489,22,107,Independent candidates emerge as spoilers in Sheohar triangular contest
28490,22,107,Independent candidates emerge as spoilers in Sheohar triangular contest
28491,22,107,Independent candidates emerge as spoilers in Sheohar triangular contest
28492,22,60,Welfare scheme execution becomes election issue in Sheohar
28493,22,107,Independent candidates emerge as spoilers in Sheohar triangular contest
28494,22,31,Flood protection works in Sheohar inspected by state cabinet delegation
28495,22,123,High stakes battle in Sheohar as rival candidates file affidavits
28496,22,31,Flood protection works in Sheohar inspected by state cabinet delegation
28497,22,107,Independent candidates emerge as spoilers in Sheohar triangular contest
28498,22,110,Women voters of Sheohar demand better primary healthcare and clean water
28499,22,50,Economic survey reports positive growth in Sheohar assembly segment
28500,22,60,Welfare scheme execution becomes election issue in Sheohar
28501,22,110,Women voters of Sheohar demand better primary healthcare and clean water
28502,22,0,Bihar Elections 2025: Key issues dominate debates in Sheohar
28503,22,123,High stakes battle in Sheohar as rival candidates file affidavits
28504,22,123,High stakes battle in Sheohar as rival candidates file affidavits
28505,22,31,Flood protection works in Sheohar inspected by state cabinet delegation
28506,22,31,Flood protection works in Sheohar inspected by state cabinet delegation
28507,22,50,Economic survey reports positive growth in Sheohar assembly segment
28508,22,14,Voter turnout expected to touch record highs in Sheohar
28509,22,110,Women voters of Sheohar demand better primary healthcare and clean water
28510,22,110,Women voters of Sheohar demand better primary healthcare and clean water
28611,27,41,Flood protection works in Bajpatti inspected by state cabinet delegation
28612,27,-1,Voter turnout expected to touch record highs in Bajpatti
28613,27,120,High stakes battle in Bajpatti as rival candidates file affidavits
28614,27,120,High stakes battle in Bajpatti as rival candidates file affidavits
28615,27,41,Flood protection works in Bajpatti inspected by state cabinet delegation
28616,27,-1,Economic survey reports positive growth in Bajpatti assembly segment
28617,28,88,Flood protection works in Sitamarhi inspected by state cabinet delegation
28529,23,129,Welfare scheme execution becomes election issue in Riga
28530,23,31,Flood protection works in Riga inspected by state cabinet delegation
28531,23,69,Independent candidates emerge as spoilers in Riga triangular contest
28532,23,69,Independent candidates emerge as spoilers in Riga triangular contest
28533,23,102,Women voters of Riga demand better primary healthcare and clean water
28534,23,23,High stakes battle in Riga as rival candidates file affidavits
28535,23,129,Welfare scheme execution becomes election issue in Riga
28536,23,69,Independent candidates emerge as spoilers in Riga triangular contest
28537,23,23,High stakes battle in Riga as rival candidates file affidavits
28538,23,136,Voter turnout expected to touch record highs in Riga
28539,24,16,Independent candidates emerge as spoilers in Bathnaha triangular contest
28540,24,16,Independent candidates emerge as spoilers in Bathnaha triangular contest
28541,24,130,Voter turnout expected to touch record highs in Bathnaha
28542,24,9,Economic survey reports positive growth in Bathnaha assembly segment
28543,24,5,Flood protection works in Bathnaha inspected by state cabinet delegation
28544,24,130,Voter turnout expected to touch record highs in Bathnaha
28545,24,34,Political rally in Bathnaha draws massive crowds ahead of voting day
28546,24,18,Welfare scheme execution becomes election issue in Bathnaha
28547,24,8,Bihar Elections 2025: Key issues dominate debates in Bathnaha
28548,24,34,Political rally in Bathnaha draws massive crowds ahead of voting day
28549,24,5,Flood protection works in Bathnaha inspected by state cabinet delegation
28550,24,16,Independent candidates emerge as spoilers in Bathnaha triangular contest
28551,24,9,Economic survey reports positive growth in Bathnaha assembly segment
28552,24,5,Flood protection works in Bathnaha inspected by state cabinet delegation
28553,24,8,Bihar Elections 2025: Key issues dominate debates in Bathnaha
28554,24,130,Voter turnout expected to touch record highs in Bathnaha
28555,24,5,Flood protection works in Bathnaha inspected by state cabinet delegation
28556,24,5,Flood protection works in Bathnaha inspected by state cabinet delegation
28557,24,34,Political rally in Bathnaha draws massive crowds ahead of voting day
28558,25,50,Economic survey reports positive growth in Parihar assembly segment
28559,25,-1,Bihar Elections 2025: Key issues dominate debates in Parihar
28560,25,19,Political rally in Parihar draws massive crowds ahead of voting day
28561,25,14,Voter turnout expected to touch record highs in Parihar
28562,25,-1,Welfare scheme execution becomes election issue in Parihar
28563,25,109,Independent candidates emerge as spoilers in Parihar triangular contest
28564,25,109,Independent candidates emerge as spoilers in Parihar triangular contest
28565,25,19,Political rally in Parihar draws massive crowds ahead of voting day
28566,25,110,Women voters of Parihar demand better primary healthcare and clean water
28567,25,110,Women voters of Parihar demand better primary healthcare and clean water
28568,25,50,Economic survey reports positive growth in Parihar assembly segment
28569,25,31,Flood protection works in Parihar inspected by state cabinet delegation
28570,25,14,Voter turnout expected to touch record highs in Parihar
28571,25,-1,Bihar Elections 2025: Key issues dominate debates in Parihar
28572,25,14,Voter turnout expected to touch record highs in Parihar
28573,25,-1,Welfare scheme execution becomes election issue in Parihar
28574,26,-1,Flood protection works in Sursand inspected by state cabinet delegation
28575,26,-1,High stakes battle in Sursand as rival candidates file affidavits
28576,26,58,Bihar Elections 2025: Key issues dominate debates in Sursand
28577,26,52,Voter turnout expected to touch record highs in Sursand
